,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
2252,215.355,92.65,168.485,328.875,144.68,114.42,41.315,43.385,99.305,63.325,74.695,250.225,173.685,149.755,49.675,128.12,109.125,160.275,53.905,89.585,66.505,35.645,78.575,136.8,124.26,224.425,47.335,118.98,86.655,62.955
2253,215.32,92.63,168.485,328.945,144.66,114.395,41.305,43.385,99.295,63.31,74.685,250.165,173.635,149.735,49.665,128.135,109.105,160.26,53.905,89.57,66.495,35.635,78.565,136.79,124.295,224.45,47.325,118.94,86.655,62.945
2254,215.38,92.645,168.535,329.02,144.69,114.395,41.305,43.395,99.29,63.325,74.675,250.19,173.62,149.75,49.665,128.145,109.115,160.26,53.915,89.585,66.505,35.645,78.565,136.79,124.32,224.43,47.325,118.935,86.655,62.955
2255,215.5,92.685,168.575,329.24,144.79,114.445,41.325,43.405,99.32,63.365,74.715,250.335,173.71,149.835,49.695,128.21,109.175,160.32,53.935,89.625,66.535,35.655,78.575,136.855,124.385,224.54,47.345,118.985,86.675,62.975
2256,215.525,92.705,168.585,329.205,144.77,114.445,41.315,43.395,99.315,63.365,74.715,250.34,173.675,149.805,49.705,128.215,109.155,160.325,53.935,89.625,66.495,35.665,78.575,136.86,124.355,224.515,47.345,118.995,86.68,62.975
2257,215.435,92.67,168.555,329.16,144.705,114.42,41.305,43.385,99.305,63.335,74.695,250.25,173.61,149.75,49.685,128.18,109.115,160.255,53.915,89.585,66.485,35.655,78.545,136.84,124.325,224.47,47.325,118.945,86.64,62.965
2258,215.465,92.65,168.56,329.145,144.73,114.425,41.275,43.385,99.285,63.325,74.695,250.23,173.61,149.775,49.665,128.135,109.1,160.285,53.905,89.585,66.475,35.635,78.545,136.84,124.325,224.48,47.315,118.945,86.645,62.965
2259,215.275,92.585,168.38,328.91,144.575,114.37,41.235,43.365,99.235,63.285,74.675,250.085,173.47,149.665,49.635,128.07,109.03,160.195,53.875,89.525,66.435,35.615,78.505,136.77,124.24,224.29,47.285,118.865,86.6,62.93
2260,215.365,92.605,168.455,329.105,144.63,114.375,41.255,43.375,99.245,63.295,74.675,250.075,173.55,149.65,49.645,128.12,109.035,160.235,53.885,89.525,66.455,35.625,78.535,136.78,124.28,224.34,47.295,118.89,86.615,62.945
2261,215.395,92.615,168.475,329.09,144.655,114.375,41.255,43.385,99.245,63.305,74.695,250.17,173.565,149.68,49.635,128.12,109.04,160.245,53.895,89.545,66.455,35.625,78.535,136.805,124.295,224.32,47.305,118.915,86.615,62.945
